task,sample_id,split,source_dataset,difficulty,notes,model_name,model_id,condition,base_condition,perturbation,image_path,prompt,expected_value,tolerance,measurement_text,measurement_value,predicted_text,predicted_value,parse_ok,error,abs_error,exact,within_tolerance,follow_injected
angle,angle_010,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both_delta_m5,both,-5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_010_delta_m5.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 24.1 degrees.,31.0000,5.0000,A classical CV tool estimated the angle as 24.1 degrees.,24.0644,24.1,24.1000,1,-6.9000,6.9000,0.0000,0.0000,1.0000
angle,angle_010,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both_delta_p10,both,10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_010_delta_p10.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 39.1 degrees.,31.0000,5.0000,A classical CV tool estimated the angle as 39.1 degrees.,39.0644,30,30.0000,1,-1.0000,1.0000,0.0000,1.0000,0.0000
angle,angle_010,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both_delta_p5,both,5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_010_delta_p5.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 34.1 degrees.,31.0000,5.0000,A classical CV tool estimated the angle as 34.1 degrees.,34.0644,34.1,34.1000,1,3.1000,3.1000,0.0000,1.0000,1.0000
angle,angle_010,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,cot,cot,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_010.png,"Estimate the angle in degrees between the two main rays in the image. Answer with a single number. Think step by step, then place the final number on the last line.",31.0000,5.0000,,,"To estimate the angle between the two main rays in the image, let's follow these steps:

1. Identify the two main rays:
   - The green square and the black line form one ray.
   - The gray line and the black line form another ray.

2. Determine the direction of each ray:
   - The green square is pointing upwards.
   - The gray line is pointing to the right.

3. Visualize the angle between the rays:
   - The green",3.0000,1,-28.0000,28.0000,0.0000,0.0000,0.0000
angle,angle_010,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,grid,grid,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\grid\angle_010.png,Estimate the angle in degrees between the two main rays in this grid-labeled image. Answer with a single number.,31.0000,5.0000,,,135,135.0000,1,104.0000,104.0000,0.0000,0.0000,0.0000
angle,angle_010,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels,pixels,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_010.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",31.0000,5.0000,A classical CV tool estimated the angle as 29.1 degrees.,29.0644,29.1,29.1000,1,-1.9000,1.9000,0.0000,1.0000,0.0000
angle,angle_010,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_m10,pixels,-10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_010_delta_m10.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",31.0000,5.0000,A classical CV tool estimated the angle as 19.1 degrees.,19.0644,9.1,9.1000,1,-21.9000,21.9000,0.0000,0.0000,0.0000
angle,angle_010,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_m5,pixels,-5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_010_delta_m5.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",31.0000,5.0000,A classical CV tool estimated the angle as 24.1 degrees.,24.0644,41,41.0000,1,10.0000,10.0000,0.0000,0.0000,0.0000
angle,angle_010,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_p10,pixels,10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_010_delta_p10.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",31.0000,5.0000,A classical CV tool estimated the angle as 39.1 degrees.,39.0644,9.1,9.1000,1,-21.9000,21.9000,0.0000,0.0000,0.0000
angle,angle_010,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_p5,pixels,5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_010_delta_p5.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",31.0000,5.0000,A classical CV tool estimated the angle as 34.1 degrees.,34.0644,4.1,4.1000,1,-26.9000,26.9000,0.0000,0.0000,0.0000
angle,angle_010,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,raw,raw,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_010.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number.,31.0000,5.0000,,,120,120.0000,1,89.0000,89.0000,0.0000,0.0000,0.0000
angle,angle_010,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,som,som,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\som\angle_010.png,Estimate the angle in degrees at marker 1 between the segments pointing toward markers 2 and 3. Answer with a single number.,31.0000,5.0000,,,60,60.0000,1,29.0000,29.0000,0.0000,0.0000,0.0000
angle,angle_010,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text,text,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_010.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 29.1 degrees.,31.0000,5.0000,A classical CV tool estimated the angle as 29.1 degrees.,29.0644,30,30.0000,1,-1.0000,1.0000,0.0000,1.0000,0.0000
angle,angle_010,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text_delta_m10,text,-10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_010.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 19.1 degrees.,31.0000,5.0000,A classical CV tool estimated the angle as 19.1 degrees.,19.0644,20,20.0000,1,-11.0000,11.0000,0.0000,0.0000,0.0000
angle,angle_010,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text_delta_m5,text,-5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_010.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 24.1 degrees.,31.0000,5.0000,A classical CV tool estimated the angle as 24.1 degrees.,24.0644,24.1,24.1000,1,-6.9000,6.9000,0.0000,0.0000,1.0000
angle,angle_010,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text_delta_p10,text,10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_010.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 39.1 degrees.,31.0000,5.0000,A classical CV tool estimated the angle as 39.1 degrees.,39.0644,39.1,39.1000,1,8.1000,8.1000,0.0000,0.0000,1.0000
angle,angle_010,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text_delta_p5,text,5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_010.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 34.1 degrees.,31.0000,5.0000,A classical CV tool estimated the angle as 34.1 degrees.,34.0644,34.1,34.1000,1,3.1000,3.1000,0.0000,1.0000,1.0000
angle,angle_011,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both,both,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_011.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 35.0 degrees.,33.8000,5.0000,A classical CV tool estimated the angle as 35.0 degrees.,34.9774,35.0,35.0000,1,1.2000,1.2000,0.0000,1.0000,0.0000
angle,angle_011,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both_delta_m10,both,-10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_011_delta_m10.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 25.0 degrees.,33.8000,5.0000,A classical CV tool estimated the angle as 25.0 degrees.,24.9774,25.0,25.0000,1,-8.8000,8.8000,0.0000,0.0000,1.0000
angle,angle_011,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both_delta_m5,both,-5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_011_delta_m5.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 30.0 degrees.,33.8000,5.0000,A classical CV tool estimated the angle as 30.0 degrees.,29.9774,30.0,30.0000,1,-3.8000,3.8000,0.0000,1.0000,1.0000
angle,angle_011,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both_delta_p10,both,10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_011_delta_p10.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 45.0 degrees.,33.8000,5.0000,A classical CV tool estimated the angle as 45.0 degrees.,44.9774,45.0,45.0000,1,11.2000,11.2000,0.0000,0.0000,1.0000
angle,angle_011,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both_delta_p5,both,5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_011_delta_p5.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 40.0 degrees.,33.8000,5.0000,A classical CV tool estimated the angle as 40.0 degrees.,39.9774,40.0,40.0000,1,6.2000,6.2000,0.0000,0.0000,1.0000
angle,angle_011,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,cot,cot,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_011.png,"Estimate the angle in degrees between the two main rays in the image. Answer with a single number. Think step by step, then place the final number on the last line.",33.8000,5.0000,,,"To estimate the angle between the two main rays in the image, let's follow these steps:

1. Identify the two main rays:
   - The first ray is the horizontal line.
   - The second ray is the vertical line.

2. Determine the direction of the angles:
   - The angle between the horizontal and vertical lines is 90 degrees.

Therefore, the angle between the two main rays in the image is 90 degrees.",90.0000,1,56.2000,56.2000,0.0000,0.0000,0.0000
angle,angle_011,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,grid,grid,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\grid\angle_011.png,Estimate the angle in degrees between the two main rays in this grid-labeled image. Answer with a single number.,33.8000,5.0000,,,135,135.0000,1,101.2000,101.2000,0.0000,0.0000,0.0000
angle,angle_011,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels,pixels,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_011.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",33.8000,5.0000,A classical CV tool estimated the angle as 35.0 degrees.,34.9774,35.0,35.0000,1,1.2000,1.2000,0.0000,1.0000,0.0000
angle,angle_011,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_m10,pixels,-10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_011_delta_m10.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",33.8000,5.0000,A classical CV tool estimated the angle as 25.0 degrees.,24.9774,25.0,25.0000,1,-8.8000,8.8000,0.0000,0.0000,1.0000
angle,angle_011,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_m5,pixels,-5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_011_delta_m5.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",33.8000,5.0000,A classical CV tool estimated the angle as 30.0 degrees.,29.9774,30.0,30.0000,1,-3.8000,3.8000,0.0000,1.0000,1.0000
angle,angle_011,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_p10,pixels,10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_011_delta_p10.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",33.8000,5.0000,A classical CV tool estimated the angle as 45.0 degrees.,44.9774,45.0,45.0000,1,11.2000,11.2000,0.0000,0.0000,1.0000
